id,product_name,rating,title,content
REV_190,노이즈 캔슬링 헤드폰 D,4,좋아요 근데 조금 아쉽네요,"전반적으로 만족하지만 착용감 부분이 살짝 아쉽습니다. 그래도 가성비 좋네요."
REV_191,노이즈 캔슬링 헤드폰 D,2,비추천합니다,"생각보다 베이스가 별로예요. 다른 제품 알아보시는게 좋을 듯."
REV_192,노이즈 캔슬링 헤드폰 D,5,최고의 선택,"배송도 빠르고 연결성 기능이 너무 편리해요. 노이즈 캔슬링 헤드폰 D 사길 잘했네요."
REV_193,노이즈 캔슬링 헤드폰 D,5,대만족입니다!,"디자인도 깔끔하고 연결성 성능이 기대 이상이에요. 정말 추천합니다."
REV_194,노이즈 캔슬링 헤드폰 D,5,최고의 선택,"배송도 빠르고 음질 기능이 너무 편리해요. 노이즈 캔슬링 헤드폰 D 사길 잘했네요."
REV_195,노이즈 캔슬링 헤드폰 D,5,대만족입니다!,"디자인도 깔끔하고 연결성 성능이 기대 이상이에요. 정말 추천합니다."
REV_196,노이즈 캔슬링 헤드폰 D,3,그냥 그래요,"가격만큼 하는 것 같습니다. 배터리 시간가 좀 더 개선되면 좋겠어요."
REV_197,노이즈 캔슬링 헤드폰 D,3,그냥 그래요,"가격만큼 하는 것 같습니다. 착용감가 좀 더 개선되면 좋겠어요."
REV_198,노이즈 캔슬링 헤드폰 D,2,비추천합니다,"생각보다 배터리 시간가 별로예요. 다른 제품 알아보시는게 좋을 듯."
REV_199,노이즈 캔슬링 헤드폰 D,5,대만족입니다!,"디자인도 깔끔하고 연결성 성능이 기대 이상이에요. 정말 추천합니다."
REV_200,노이즈 캔슬링 헤드폰 D,4,튼튼하고 실용적임,"마감이 좋고 베이스가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
